"6","174","12","0","26","2015-06-09 13:48:13"
"7","144","12","0","26","2015-06-09 13:48:37"
"8","59","12","0","26","2015-06-09 13:49:29"
"9","246","12","0","26","2015-06-09 13:49:49"
"10","142","12","0","26","2015-06-09 13:50:04"
"11","5","12","0","26","2015-06-09 13:50:48"
"12","243","12","0","26","2015-06-09 13:51:02"
"13","24","12","0","26","2015-06-09 13:51:15"
"14","127","12","0","26","2015-06-09 13:51:31"
"16","286","12","0","26","2015-06-09 13:52:23"
"17","77","12","0","26","2015-06-09 13:53:29"
"18","395","12","0","26","2015-06-09 13:53:49"
"19","34","12","0","26","2015-06-09 13:54:05"
"20","75","12","0","26","2015-06-09 13:54:31"
"21","145","12","0","26","2015-06-09 13:54:48"
"22","58","12","0","26","2015-06-09 13:55:04"
"23","356","12","0","26","2015-06-09 13:55:26"
"24","275","12","0","26","2015-06-09 13:55:43"
"25","175","12","0","26","2015-06-09 13:56:00"
"26","69","12","0","26","2015-06-09 13:56:18"
"27","88","12","0","26","2015-06-09 13:56:33"
"28","304","12","0","26","2015-06-09 13:56:50"
"29","79","12","0","26","2015-06-09 13:57:10"
"30","186","12","0","26","2015-06-09 13:57:30"
"31","172","14","0","26","2015-06-09 14:06:49"
"32","16","14","0","26","2015-06-09 14:07:12"
"33","50","14","0","26","2015-06-09 14:07:28"
"34","342","14","0","26","2015-06-09 14:07:49"
"35","73","14","0","26","2015-06-09 14:08:10"
"36","206","14","0","26","2015-06-09 14:08:27"
"37","28","14","0","26","2015-06-09 14:11:47"
"38","45","14","0","26","2015-06-09 14:12:05"
"39","48","14","0","26","2015-06-09 14:12:17"
"41","215","14","0","26","2015-06-09 14:12:44"
"42","12","14","0","26","2015-06-09 14:12:54"
"43","94","14","0","26","2015-06-09 14:14:44"
"44","10","14","0","26","2015-06-09 14:15:00"
"45","173","14","0","26","2015-06-09 14:15:12"
"46","137","14","0","26","2015-06-09 14:15:21"
"47","11","14","0","26","2015-06-09 14:15:34"
"48","92","14","0","26","2015-06-09 14:15:45"
"49","32","14","0","26","2015-06-09 14:15:56"
"50","136","14","0","26","2015-06-09 14:16:11"
"51","63","14","0","26","2015-06-09 14:16:23"
"52","121","14","0","26","2015-06-09 14:16:35"
"53","38","14","0","26","2015-06-09 14:16:46"
"54","161","14","0","26","2015-06-09 14:17:09"
"55","46","14","0","26","2015-06-09 14:18:53"
"56","180","14","0","26","2015-06-09 14:19:07"
"57","242","14","0","26","2015-06-09 14:19:23"
"58","86","14","0","26","2015-06-09 14:19:34"
"59","186","14","0","26","2015-06-09 14:19:45"
"60","116","14","0","26","2015-06-09 14:19:56"
"61","109","15","0","26","2015-06-09 14:23:58"
"62","123","15","0","26","2015-06-09 14:24:14"
"63","120","15","0","26","2015-06-09 14:24:25"
"64","125","15","0","26","2015-06-09 14:24:35"
"65","164","15","0","26","2015-06-09 14:24:47"
"66","235","15","0","26","2015-06-09 14:25:13"
"67","29","15","0","26","2015-06-09 14:25:36"
"68","334","15","0","26","2015-06-09 14:25:47"
"69","121","15","0","26","2015-06-09 14:25:56"
"70","209","15","0","26","2015-06-09 14:26:04"
"71","69","15","0","26","2015-06-09 14:26:16"
"72","400","15","0","26","2015-06-09 14:26:43"
"73","220","15","0","26","2015-06-09 14:26:50"
"74","9","16","0","26","2015-06-09 14:28:26"
"75","393","16","0","26","2015-06-09 14:28:36"
"76","357","16","0","26","2015-06-09 14:29:12"
"78","205","16","0","26","2015-06-09 14:29:41"
"79","176","16","0","26","2015-06-09 14:29:54"
"80","10","16","0","26","2015-06-09 14:30:20"
"81","34","16","0","26","2015-06-09 14:31:13"
"82","42","16","0","26","2015-06-09 14:31:23"
"83","115","16","0","26","2015-06-09 14:31:37"
"84","90","16","0","26","2015-06-09 14:31:46"
"85","2","16","0","26","2015-06-09 14:31:58"
"86","36","16","0","26","2015-06-09 14:32:06"
"87","19","16","0","26","2015-06-09 14:32:24"
"88","252","17","0","26","2015-06-09 14:34:19"
"89","191","17","0","26","2015-06-09 14:34:31"
"90","352","17","0","26","2015-06-09 14:34:42"
"91","273","17","0","26","2015-06-09 14:34:55"
"92","332","17","0","26","2015-06-09 14:35:10"
"93","219","17","0","26","2015-06-09 14:35:24"
"94","288","17","0","26","2015-06-09 14:35:35"
"95","34","17","0","26","2015-06-09 14:35:46"
"96","189","17","0","26","2015-06-09 14:36:08"
"97","139","17","0","26","2015-06-09 14:36:22"
"98","392","17","0","26","2015-06-09 14:36:35"
"99","334","17","0","26","2015-06-09 14:37:17"
"100","193","18","0","26","2015-06-09 14:39:50"
"101","253","18","0","26","2015-06-09 14:40:02"
"102","20","18","0","26","2015-06-09 14:40:14"
"103","183","18","0","26","2015-06-09 14:40:25"
"104","140","18","0","26","2015-06-09 14:41:06"
"105","212","18","0","26","2015-06-09 14:41:30"
"106","201","18","0","26","2015-06-09 14:41:43"
"107","192","18","0","26","2015-06-09 14:41:55"
"108","373","18","0","26","2015-06-09 14:42:03"
"109","241","18","0","26","2015-06-09 14:42:13"
"110","215","18","0","26","2015-06-09 14:42:23"
"111","134","18","0","26","2015-06-09 14:42:33"
"112","132","18","0","26","2015-06-09 14:42:40"
"113","26","18","0","26","2015-06-09 14:42:48"
"114","377","18","0","26","2015-06-09 14:43:01"
"115","376","18","0","26","2015-06-09 14:43:46"
"116","80","18","0","26","2015-06-09 14:43:56"
"117","126","18","0","26","2015-06-09 14:44:19"
"118","21","18","0","26","2015-06-09 14:44:29"
"121","149","18","0","26","2015-06-09 14:46:02"
"122","237","18","0","26","2015-06-09 14:46:37"
"123","399","18","0","26","2015-06-09 14:46:47"
"124","133","18","0","26","2015-06-09 14:46:57"
"125","15","18","0","26","2015-06-09 14:47:05"
"126","258","18","0","26","2015-06-09 14:47:17"
"127","135","18","0","26","2015-06-09 14:47:26"
"128","116","18","0","26","2015-06-09 14:47:33"
"129","13","18","0","26","2015-06-09 14:47:43"
"130","193","19","0","26","2015-06-09 14:53:53"
"131","319","19","0","26","2015-06-09 14:54:02"
"132","366","19","0","26","2015-06-09 14:54:12"
"133","183","19","0","26","2015-06-09 14:54:20"
"134","13","19","0","26","2015-06-09 14:54:29"
"135","227","19","0","26","2015-06-09 14:54:38"
"136","357","19","0","26","2015-06-09 14:54:48"
"137","212","19","0","26","2015-06-09 14:54:57"
"138","201","19","0","26","2015-06-09 14:55:08"
"139","192","19","0","26","2015-06-09 14:55:17"
"140","215","19","0","26","2015-06-09 14:55:26"
"141","94","19","0","26","2015-06-09 14:55:35"
"142","23","19","0","26","2015-06-09 14:55:44"
"143","199","19","0","26","2015-06-09 14:55:52"
"144","132","19","0","26","2015-06-09 14:56:02"
"145","154","19","0","26","2015-06-09 14:56:13"
"146","26","19","0","26","2015-06-09 14:56:20"
"147","92","19","0","26","2015-06-09 14:56:27"
"148","235","19","0","26","2015-06-09 14:56:37"
"149","240","19","0","26","2015-06-09 14:56:50"
"150","21","19","0","26","2015-06-09 14:56:58"
"151","277","19","0","26","2015-06-09 14:57:10"
"152","239","19","0","26","2015-06-09 14:57:18"
"153","133","19","0","26","2015-06-09 14:57:30"
"154","258","19","0","26","2015-06-09 14:57:41"
"155","200","19","0","26","2015-06-09 14:57:55"
"156","380","19","0","26","2015-06-09 14:58:11"
"157","333","20","0","26","2015-06-09 14:59:03"
"158","229","20","0","26","2015-06-09 14:59:20"
"159","65","20","0","26","2015-06-09 14:59:49"
"160","306","20","0","26","2015-06-09 15:00:01"
"161","168","20","0","26","2015-06-09 15:00:12"
"162","66","20","0","26","2015-06-09 15:00:24"
"163","64","20","0","26","2015-06-09 15:00:33"
"164","123","20","0","26","2015-06-09 15:00:56"
"165","348","20","0","26","2015-06-09 15:01:06"
"166","150","20","0","26","2015-06-09 15:01:18"
"167","347","20","0","26","2015-06-09 15:01:29"
"168","222","20","0","26","2015-06-09 15:01:38"
"169","241","20","0","26","2015-06-09 15:01:45"
"170","291","20","0","26","2015-06-09 15:01:52"
"171","137","20","0","26","2015-06-09 15:02:04"
"172","340","20","0","26","2015-06-09 15:02:14"
"173","288","20","0","26","2015-06-09 15:02:21"
"174","42","20","0","26","2015-06-09 15:02:34"
"175","80","20","0","26","2015-06-09 15:02:50"
"176","121","20","0","26","2015-06-09 15:03:01"
"177","329","20","0","26","2015-06-09 15:03:13"
"178","343","20","0","26","2015-06-09 15:03:27"
"179","305","20","0","26","2015-06-09 15:03:35"
"180","71","20","0","26","2015-06-09 15:03:45"
"181","169","20","0","26","2015-06-09 15:03:54"
"182","246","21","0","26","2015-06-09 15:08:09"
"183","366","21","0","26","2015-06-09 15:08:29"
"184","274","21","0","26","2015-06-09 15:08:42"
"185","357","21","0","26","2015-06-09 15:08:53"
"186","167","21","0","26","2015-06-09 15:09:01"
"187","199","21","0","26","2015-06-09 15:09:11"
"188","294","21","0","26","2015-06-09 15:09:23"
"189","200","21","0","26","2015-06-09 15:09:34"
"190","4","21","0","26","2015-06-09 15:09:50"
"191","4","20","0","26","2015-06-09 15:10:39"
